code,name_ar,name_en,account_class,account_level,normal_balance,statement,cash_flow_class,is_postable,is_control_account,control_subledger,requires_cost_centre,is_reconcilable
4151,صافي مبيعات إنتاج حيواني,,resource,4,C,RESULT,operating,1,0,,0,0
4152,تغير مخزون إنتاج تام,,resource,4,C,RESULT,operating,1,0,,0,0
4153,تغير مخزون الإنتاج الحيواني تحت التكوين,,resource,4,C,RESULT,operating,1,0,,0,0
4161,إيراد الماء,,resource,4,C,RESULT,operating,0,0,,0,0
4162,إيراد كهرباء,,resource,4,C,RESULT,operating,1,0,,0,0
4211,صافي مبيعات بضائع بغرض البيع,,resource,4,C,RESULT,operating,1,0,,0,0
4212,صافي مبيعات أراضي بغرض البيع,,resource,4,C,RESULT,operating,0,0,,0,0
4221,تغير مخزون بضائع بغرض البيع,,resource,4,C,RESULT,operating,1,0,,0,0
4222,تغير الأراضي بغرض البيع,,resource,4,C,RESULT,operating,0,0,,0,0
4371,إيراد خدمات التنظيف,,resource,4,C,RESULT,operating,1,0,,0,0
4372,إيراد خدمات التبليط,,resource,4,C,RESULT,operating,1,0,,0,0
4382,إيجار مباني,,resource,4,C,RESULT,operating,0,0,,0,0
4383,إيجار آلات ومعدات,,resource,4,C,RESULT,operating,1,0,,0,0
4384,إيجار وسائط نقل,,resource,4,C,RESULT,operating,1,0,,0,0
4391,رسوم الأعمال والمهن,,resource,4,C,RESULT,operating,1,0,,0,0
4392,رسوم الإعلان,,resource,4,C,RESULT,operating,1,0,,0,0
4393,رسوم منح وتجديد الإجازات,,resource,4,C,RESULT,operating,1,0,,0,0
4395,رسوم أخرى,,resource,4,C,RESULT,operating,1,0,,0,0
4811,مساهمات التقاعد والضمان الاجتماعي,,resource,4,C,RESULT,operating,1,0,,0,0
4812,حصة الضمان من أرباح الوحدات الإقتصادية,,resource,4,C,RESULT,operating,1,0,,0,0
4821,منحة الخزينة العامة,,resource,4,C,RESULT,operating,1,0,,0,0
4822,منح الوحدات الاقتصادية الرئيسة أو التابعة,,resource,4,C,RESULT,operating,1,0,,0,0
4831,تبرعات مستلمة,,resource,4,C,RESULT,operating,1,0,,0,0
4832,تعويضات وغرامات,,resource,4,C,RESULT,operating,0,0,,0,0
4833,ديون سبق شطبها,,resource,4,C,RESULT,operating,1,0,,0,0
11111,كلفة الشراء,,asset,5,D,BS,investing,1,1,fixed_assets,0,0
11112,كلفة استصلاح الأراضي,,asset,5,D,BS,investing,0,1,fixed_assets,0,0
11211,مباني صناعية,,asset,5,D,BS,investing,1,1,fixed_assets,0,0
11212,مباني تجارية,,asset,5,D,BS,investing,1,1,fixed_assets,0,0
11213,مباني خدمية,,asset,5,D,BS,investing,1,1,fixed_assets,0,0
11214,مباني ترفيهية,,asset,5,D,BS,investing,1,1,fixed_assets,0,0
11215,مباني صحية,,asset,5,D,BS,investing,1,1,fixed_assets,0,0
11241,أبار,,asset,5,D,BS,investing,1,1,fixed_assets,0,0
11242,مناجم,,asset,5,D,BS,investing,1,1,fixed_assets,0,0
11243,مقالع,,asset,5,D,BS,investing,1,1,fixed_assets,0,0
11281,خطوط السكك الحديدية,,asset,5,D,BS,investing,1,1,fixed_assets,0,0
11282,أرصفة الموانئ والمراسي,,asset,5,D,BS,investing,0,1,fixed_assets,0,0
11283,مدارج المطارات,,asset,5,D,BS,investing,1,1,fixed_assets,0,0
11292,أحواض مائية,,asset,5,D,BS,investing,1,1,fixed_assets,0,0
11293,بيوت زجاجية,,asset,5,D,BS,investing,1,1,fixed_assets,0,0
11295,خطوط الكهرباء والهاتف,,asset,5,D,BS,investing,1,1,fixed_assets,0,0
11411,وسائط نقل الركاب,,asset,5,D,BS,investing,1,1,fixed_assets,0,0
11412,وسائط نقل البضائع,,asset,5,D,BS,investing,1,1,fixed_assets,0,0
11413,وسائط نقل أخرى,,asset,5,D,BS,investing,1,1,fixed_assets,0,0
11711,نباتات لأغراض العرض,,asset,5,D,BS,investing,1,0,,0,0
11712,نباتات لأغراض الإنتاج,,asset,5,D,BS,investing,1,0,,0,0
11721,حيوانات لأغراض العرض,,asset,5,D,BS,investing,1,0,,0,0
11722,حيوانات لأغراض الإنتاج,,asset,5,D,BS,investing,1,0,,0,0
12111,كلفة الشراء,,asset,5,D,BS,investing,1,0,,0,0
12112,كلفة استصلاح الأراضي,,asset,5,D,BS,investing,0,0,,0,0
12211,مباني صناعية,,asset,5,D,BS,investing,1,0,,0,0
12212,مباني تجارية,,asset,5,D,BS,investing,1,0,,0,0
12213,مباني خدمية,,asset,5,D,BS,investing,1,0,,0,0
12214,مباني ترفيهية,,asset,5,D,BS,investing,1,0,,0,0
12215,مباني صحية,,asset,5,D,BS,investing,1,0,,0,0
12241,آبار,,asset,5,D,BS,investing,1,0,,0,0
12242,مناجم,,asset,5,D,BS,investing,1,0,,0,0
12243,مقالع,,asset,5,D,BS,investing,1,0,,0,0
12281,خطوط السكك الحديدية,,asset,5,D,BS,investing,1,0,,0,0
12282,أرصفة الموانئ والمراسي,,asset,5,D,BS,investing,0,0,,0,0
12283,مدارج المطارات,,asset,5,D,BS,investing,1,0,,0,0
12292,أحواض مائية,,asset,5,D,BS,investing,1,0,,0,0
12293,بيوت زجاجية,,asset,5,D,BS,investing,1,0,,0,0
12295,خطوط الكهرباء والهاتف,,asset,5,D,BS,investing,1,0,,0,0
12411,وسائط نقل الركاب,,asset,5,D,BS,investing,1,0,,0,0
12412,وسائط نقل البضائع,,asset,5,D,BS,investing,1,0,,0,0
12413,وسائط نقل أخرى,,asset,5,D,BS,investing,1,0,,0,0
12711,نباتات لأغراض العرض,,asset,5,D,BS,investing,1,0,,0,0
12712,نباتات لأغراض الإنتاج,,asset,5,D,BS,investing,1,0,,0,0
12721,حيوانات لأغراض العرض,,asset,5,D,BS,investing,1,0,,0,0
12722,حيوانات لأغراض الإنتاج,,asset,5,D,BS,investing,1,0,,0,0
13541,مخزون المخلفات والمستهلكات لظروف اعتيادية,,asset,5,D,BS,operating,1,1,inventory,0,0
13542,مخزون المخلفات والمستهلكات لظروف غير اعتيادية,,asset,5,D,BS,operating,1,1,inventory,0,0
13721,الأراضي بالأسعار التجارية,,asset,5,D,BS,operating,1,0,,0,0
13722,الأراضي بالأسعار المخفضة,,asset,5,D,BS,operating,1,0,,0,0
16611,تأمينات لدى الغير قصيرة الأجل,,asset,5,D,BS,operating,1,0,,0,0
16612,تأمينات لدى الغير طويلة الأجل,,asset,5,D,BS,operating,1,0,,0,0
16651,فروقات نقدية,,asset,5,D,BS,operating,1,0,,0,0
16652,فروقات مخزنية,,asset,5,D,BS,operating,1,0,,0,0
16653,فروقات موجودات ثابتة,,asset,5,D,BS,operating,1,0,,0,0
16661,فروقات نقدية,,asset,5,D,BS,operating,1,0,,0,0
16662,فروقات مخزنية,,asset,5,D,BS,operating,1,0,,0,0
16663,فروقات موجودات ثابتة,,asset,5,D,BS,operating,1,0,,0,0
22111,احتياطي توسعات مستخدم,,liability,5,C,BS,financing,1,0,,0,0
22112,احتياطي توسعات غير مستخدم,,liability,5,C,BS,financing,1,0,,0,0
26611,تأمينات مستلمة قصيرة الأجل,,liability,5,C,BS,operating,1,0,,0,0
26612,تأمينات مستلمة طويلة الأجل,,liability,5,C,BS,operating,1,0,,0,0
26613,حسابات التوفير,,liability,5,C,BS,operating,0,0,,0,0
26681,فروقات نقدية دائنة,,liability,5,C,BS,operating,1,0,,0,0
26682,فروقات مخزنية دائنة,,liability,5,C,BS,operating,1,0,,0,0
32711,مياه شرب,,use,5,D,RESULT,operating,1,0,,1,0
32712,مياه سقي (مياه خام),,use,5,D,RESULT,operating,1,0,,1,0
33111,صيانة مشاتل,,use,5,D,RESULT,operating,1,0,,1,0
33112,صيانة متنزهات,,use,5,D,RESULT,operating,1,0,,1,0
33113,صيانة حدائق,,use,5,D,RESULT,operating,1,0,,1,0
33121,صيانة مباني,,use,5,D,RESULT,operating,0,0,,0,0
33122,صيانة مخازن وخزانات وسايلوات,,use,5,D,RESULT,operating,1,0,,1,0
33123,صيانة منشآت سكنية,,use,5,D,RESULT,operating,1,0,,1,0
33124,صيانة آبار ومناجم ومقالع,,use,5,D,RESULT,operating,1,0,,1,0
33125,صيانة سدود وقنوات,,use,5,D,RESULT,operating,1,0,,1,0
33126,صيانة منشآت عائمة,,use,5,D,RESULT,operating,1,0,,1,0
33127,صيانة طرق وجسور,,use,5,D,RESULT,operating,1,0,,1,0
33128,صيانة منشآت نقل,,use,5,D,RESULT,operating,1,0,,1,0
33129,صيانة منشآت أخرى,,use,5,D,RESULT,operating,0,0,,0,0
33141,صيانة وسائط نقل بالسيارات,,use,5,D,RESULT,operating,0,0,,0,0
33142,صيانة وسائط نقل بالسكك الحديدية,,use,5,D,RESULT,operating,1,0,,1,0
33143,صيانة وسائط النقل النهري,,use,5,D,RESULT,operating,1,0,,1,0
33144,صيانة وسائط النقل البحري,,use,5,D,RESULT,operating,1,0,,1,0
33145,صيانة وسائط النقل الجوي,,use,5,D,RESULT,operating,1,0,,1,0
33146,صيانة خطوط أنابيب النفط والغاز,,use,5,D,RESULT,operating,1,0,,1,0
33161,صيانة أثاث,,use,5,D,RESULT,operating,1,0,,1,0
33162,صيانة أجهزة تكييف وتبريد,,use,5,D,RESULT,operating,1,0,,1,0
33163,صيانة حاسبات الكترونية,,use,5,D,RESULT,operating,1,0,,1,0
33164,صيانة آلات حاسبة وكاتبة واستنساخ,,use,5,D,RESULT,operating,1,0,,1,0
33165,صيانة أدوات وأجهزة مكاتب,,use,5,D,RESULT,operating,1,0,,1,0
33167,صيانة كتب ومراجع علمية,,use,5,D,RESULT,operating,1,0,,1,0
33431,السفر والإيفاد لأغراض التدريب والدراسة,,use,5,D,RESULT,operating,1,0,,1,0
33432,السفر والإيفاد لأغراض النشاط,,use,5,D,RESULT,operating,1,0,,1,0
33611,اشتراكات وانتماءات داخلية,,use,5,D,RESULT,operating,1,0,,1,0
33612,اشتراكات وانتماءات خارجية,,use,5,D,RESULT,operating,1,0,,1,0
33671,مخصصات الطلبة والمتدربين,,use,5,D,RESULT,operating,1,0,,1,0
33672,أجور تدريب والدراسة,,use,5,D,RESULT,operating,1,0,,1,0
35121,مشتريات لحساب الوحدة الاقتصادية,,use,5,D,RESULT,operating,1,0,,0,0
35122,مشتريات لحساب الغير (طلبيات خاصة),,use,5,D,RESULT,operating,1,0,,0,0
35123,مشتريات نماذج تجارية,,use,5,D,RESULT,operating,1,0,,0,0
35124,مشتريات بغرض البيع متضررة,,use,5,D,RESULT,operating,1,0,,0,0
38371,سلع وخدمات مجانية مقدمة بموجب التشريعات,,use,5,D,RESULT,operating,1,0,,1,0
38372,سلع وخدمات مجانية بموجب قرارات الإدارة,,use,5,D,RESULT,operating,1,0,,1,0
38381,سلع وخدمات مخفضة مقدمة بموجب التشريعات,,use,5,D,RESULT,operating,1,0,,1,0
38382,سلع وخدمات مخفضة مقدمة بموجب قرارات إدارية,,use,5,D,RESULT,operating,1,0,,1,0
41611,إيراد ماء الشرب,,resource,5,C,RESULT,operating,1,0,,0,0
41612,إيراد ماء خام,,resource,5,C,RESULT,operating,1,0,,0,0
42121,الأراضي بالأسعار التجارية,,resource,5,C,RESULT,operating,1,0,,0,0
42122,الأراضي بالأسعار المخفضة,,resource,5,C,RESULT,operating,1,0,,0,0
42221,الأراضي بالأسعار التجارية,,resource,5,C,RESULT,operating,1,0,,0,0
42222,الأراضي بالأسعار المخفضة,,resource,5,C,RESULT,operating,1,0,,0,0
43821,إيجار مباني سكنية,,resource,5,C,RESULT,operating,1,0,,0,0
43822,إيجار مباني تجارية,,resource,5,C,RESULT,operating,1,0,,0,0
43823,إيجار مباني خدمية,,resource,5,C,RESULT,operating,1,0,,0,0
48321,تعويضات,,resource,5,C,RESULT,operating,1,0,,0,0
48322,غرامات,,resource,5,C,RESULT,operating,0,0,,0,0
111121,أراضي الحدائق والمتنزهات,,asset,6,D,BS,investing,1,1,fixed_assets,0,0
111122,أراضي المشاتل,,asset,6,D,BS,investing,1,1,fixed_assets,0,0
112821,أرصفة موانئ,,asset,6,D,BS,investing,1,1,fixed_assets,0,0
112822,المراسي,,asset,6,D,BS,investing,1,1,fixed_assets,0,0
121121,أراضي الحدائق والمتنزهات,,asset,6,D,BS,investing,1,0,,0,0
121122,أراضي المشاتل,,asset,6,D,BS,investing,1,0,,0,0
122821,أرصفة الموانئ,,asset,6,D,BS,investing,1,0,,0,0
122822,المراسي,,asset,6,D,BS,investing,1,0,,0,0
266131,توفير عادي,,liability,6,C,BS,operating,1,0,,0,0
266132,توفير مدرسي,,liability,6,C,BS,operating,1,0,,0,0
266133,حوالات داخلية,,liability,6,C,BS,operating,1,0,,0,0
266134,حوالات خارجية,,liability,6,C,BS,operating,1,0,,0,0
266135,تحاويل بريدية,,liability,6,C,BS,operating,1,0,,0,0
331211,صيانة مباني صناعية,,use,6,D,RESULT,operating,1,0,,1,0
331212,صيانة مباني تجارية,,use,6,D,RESULT,operating,1,0,,1,0
331213,صيانة مباني خدمية,,use,6,D,RESULT,operating,1,0,,1,0
331214,صيانة مباني ترفيهية,,use,6,D,RESULT,operating,1,0,,1,0
331215,صيانة مباني صحية,,use,6,D,RESULT,operating,1,0,,1,0
331292,صيانة أحواض مائية,,use,6,D,RESULT,operating,1,0,,1,0
331293,صيانة بيوت زجاجية,,use,6,D,RESULT,operating,1,0,,1,0
331295,خطوط الكهرباء والهاتف,,use,6,D,RESULT,operating,1,0,,1,0
331411,صيانة وسائط نقل الركاب,,use,6,D,RESULT,operating,1,0,,1,0
331412,صيانة وسائط نقل البضائع,,use,6,D,RESULT,operating,1,0,,1,0
331413,صيانة وسائط نقل أخرى,,use,6,D,RESULT,operating,1,0,,1,0
483222,إيراد غرامات أخرى,,resource,6,C,RESULT,operating,1,0,,0,0
